start,start,0
start,2893S,148.37008494888966
start,765W,340.8608952365179
start,2197S,345.09042145909825
start,742E,368.31230535517903
start,2195S,326.3614733375563
start,C740,368.2781207664588
start,2897S,138.51269725389582
start,C752,362.71796823168745
start,C748,363.8095479549279
start,C760,350.1812254559907
start,771W,261.28387224031206
start,787W,229.7402012283714
start,951W,244.88451140485645
start,775W,259.2915894361842
start,2895S,147.3644078370205
start,2886N,195.98532723370357
start,C736,369.42036361865877
start,C722,385.088812677847
start,C728,371.73432390322955
start,946E,251.62178407399446
start,941W,269.984067756066
start,812E,244.14655565768675
start,793W,223.48696013705387
start,C766,346.53336828762207
start,C782,246.81341938911626
start,932E,369.3917322211712
start,943W,265.7861255305225
start,954E,223.21773314228471
start,773W,260.13129864467834
start,2890N,186.16185052009934
start,956E,220.49480472257594
start,C814,234.56868782721185
start,949W,248.71054642011717
start,C786,247.06187426661563
start,C802,241.59266241249446
start,C724,383.90281191432126
start,C762,348.60120391887426
start,C756,361.63680039031465
start,C768,345.0120730789627
start,780E,264.3644010606348
start,2888N,194.8311347576626
start,C758,351.24826483553375
start,936E,361.42272096604614
start,779W,258.34606104052165
start,C790,238.71306339100934
start,C798,240.9994517654357
start,C810,234.08212621247125
start,785W,229.26766921110809
start,C824,237.3000445460374
start,C764,347.5616931472574
start,C794,240.27843929938624
start,C830,231.11982346552304
start,789W,230.3462960859978
start,C744,365.4662354914238
start,C822,236.42892236552518
start,C818,235.0753292651155
start,C828,238.52933412293888
start,795W,224.55188087501406
start,797W,226.00417168717544
start,791W,231.24841790630595
start,734E,374.75600355265215
start,738E,371.4880845100247
start,770E,299.3745852263789
start,952E,226.0449380403876
start,944E,255.8099612811475
start,947W,244.98657679446458
start,2193S,324.77482115191435
start,C726,382.1412305129519
start,934E,364.06122317116626
start,C806,233.3902067575672
2893S,start,148.37008494888966
2893S,2893S,0
2893S,765W,285.54130415516886
2893S,2197S,433.5516165362941
2893S,742E,308.62664890551656
2893S,2195S,381.22594958355756
2893S,C740,315.6931496154259
2893S,2897S,9.857624896222447
2893S,C752,306.7340832839242
2893S,C748,308.51457660031053
2893S,C760,293.4414658336423
2893S,771W,175.22574520723546
2893S,787W,106.9666365899268
2893S,951W,392.5505256584809
2893S,775W,168.24453228892398
2893S,2895S,2.2263898154631234
2893S,2886N,49.2788819640836
2893S,C736,317.50146292056667
2893S,C722,335.299282049731
2893S,C728,321.1338479698312
2893S,946E,393.6527914269793
2893S,941W,411.2521441272696
2893S,812E,106.12099889874102
2893S,793W,92.24441455396165
2893S,C766,287.2421256874132
2893S,C782,125.27358941601442
2893S,932E,484.13052572916405
2893S,943W,407.58229006357254
2893S,954E,371.49043934891137
2893S,773W,171.31008397293826
2893S,2890N,39.99364370460329
2893S,956E,368.8374731938889
2893S,C814,97.9881587521227
2893S,949W,396.0952741232345
2893S,C786,123.94599768103024
2893S,C802,108.09356134438848
2893S,C724,333.48343263024424
2893S,C762,290.77521970205805
2893S,C756,304.9594486890968
2893S,C768,284.6092405618408
2893S,780E,156.71697009687168
2893S,2888N,47.746240941338264
2893S,C758,295.2265732483145
2893S,936E,478.9227474325181
2893S,779W,164.50177504691993
2893S,C790,114.11630026899027
2893S,C798,108.8646217586687
2893S,C810,98.3668078914142
2893S,785W,109.45733538018861
2893S,C824,96.84335500354793
2893S,C764,289.0054960881624
2893S,C794,110.04205578156072
2893S,C830,88.00972877662129
2893S,789W,104.71281947947303
2893S,C744,311.19608160880466
2893S,C822,97.05423896748795
2893S,C818,97.65881035378804
2893S,C828,96.74095943283754
2893S,795W,90.72054122949298
2893S,797W,89.31643462432226
2893S,791W,102.3428444931552
2893S,734E,319.14388704654465
2893S,738E,313.85825339221924
2893S,770E,212.24192631027972
2893S,952E,374.2073911189887
2893S,944E,397.29536417883844
2893S,947W,391.77606468401746
2893S,2193S,356.6563417615878
2893S,C726,330.7690657021791
2893S,934E,479.28781039970175
2893S,C806,99.02596324702759
765W,start,340.8608952365179
765W,2893S,285.54130415516886
765W,765W,0
765W,2197S,349.7554034819375
765W,742E,27.845629571045478
765W,2195S,250.66515741331662
765W,C740,30.151917144446386
765W,2897S,287.2420673427413
765W,C752,22.086410741810507
765W,C748,23.499957587507794
765W,C760,9.407125000873448
765W,771W,115.55972156661845
765W,787W,198.77142379171778
765W,951W,501.9341587376368
765W,775W,124.88302389431428
765W,2895S,283.738909584072
765W,2886N,296.96269751499153
765W,C736,31.986633000968656
765W,C722,49.8545510857712
765W,C728,35.789645527041834
765W,946E,466.74465688467507
765W,941W,476.67839837945337
765W,812E,228.84827144548825
765W,793W,218.5508155842586
765W,C766,9.857408099714933
765W,C782,187.8988704097659
765W,932E,447.08582361788194
765W,943W,476.229905838432
765W,954E,495.258483518029
765W,773W,120.72557896879991
765W,2890N,297.04369928489103
765W,956E,495.8775405173714
765W,C814,227.13125657536483
765W,949W,501.6376050501569
765W,C786,191.10637006757244
765W,C802,217.07948176457373
765W,C724,47.97993771264301
765W,C762,8.794384918104942
765W,C756,20.815491719873023
765W,C768,11.749988156241539
765W,780E,151.09385429175114
765W,2888N,294.9696896931404
765W,C758,10.40774837699165
765W,936E,450.5156789971347
765W,779W,130.10731757749045
765W,C790,197.94615419591582
765W,C798,213.87909442491454
765W,C810,225.0154255416386
765W,785W,193.5757908121271
765W,C824,237.7407032284354
765W,C764,9.071826643827793
765W,C794,209.61866699332842
765W,C830,247.861592782421
765W,789W,203.98659561104512
765W,C744,25.83590042757341
765W,C822,234.5527838963447
765W,C818,229.2491817190481
765W,C828,241.9976260986783
765W,795W,223.74803824822854
765W,797W,230.00748414953816
765W,791W,210.26854569268292
765W,734E,34.5217341722679
765W,738E,30.64234494489709
765W,770E,90.5966461935642
765W,952E,494.7012795098624
765W,944E,467.06962255267746
765W,947W,492.6670901395725
765W,2193S,194.66851492738994
765W,C726,45.2278642518962
765W,934E,444.7446319214304
765W,C806,221.84573649733878
2197S,start,345.09042145909825
2197S,2893S,433.5516165362941
2197S,765W,349.7554034819375
2197S,2197S,0
2197S,742E,368.30627002445993
2197S,2195S,102.33862104125943
2197S,C740,353.36706746079847
2197S,2897S,426.69187989873717
2197S,C752,358.4506836450547
2197S,C748,357.4120083477501
2197S,C760,355.6183931602833
2197S,771W,384.92899861244905
2197S,787W,432.702992539554
2197S,951W,289.4549806566153
2197S,775W,392.48942995860926
2197S,2895S,431.4313145695805
2197S,2886N,477.68253968804123
2197S,C736,352.38374478361
2197S,C722,353.89231967375787
2197S,C728,350.45125609833
2197S,946E,229.2511040305858
2197S,941W,224.9649521018172
2197S,812E,466.77207286630505
2197S,793W,443.4983646654181
2197S,C766,359.5845753450903
2197S,C782,437.6371830152187
2197S,932E,105.90532954338288
2197S,943W,228.47675233090968
2197S,954E,303.44917798465923
2197S,773W,389.1155273342719
2197S,2890N,470.48219071300264
2197S,956E,307.7575915213822
2197S,C814,458.4954150202104
2197S,949W,284.71540703422244
2197S,C786,440.40200621944825
2197S,C802,456.2721535476949
2197S,C724,354.7736755582706
2197S,C762,357.3027675011992
2197S,C756,359.50014620722993
2197S,C768,361.3224867875807
2197S,780E,421.24627691801203
2197S,2888N,475.5974345000464
2197S,C758,354.50850884359215
2197S,936E,114.34617193390862
2197S,779W,396.7367395776495
2197S,C790,439.2854263564305
2197S,C798,453.42373330382634
2197S,C810,456.5669792029325
2197S,785W,427.9876807092763
2197S,C824,468.17725855094704
2197S,C764,358.43857274812495
2197S,C794,449.63635458575857
2197S,C830,470.8219549907688
2197S,789W,437.4382982908473
2197S,C744,355.87442787176406
2197S,C822,465.2658941025486
2197S,C818,460.42653954176177
2197S,C828,472.06789842015417
2197S,795W,448.3407792209942
2197S,797W,454.1735654204585
2197S,791W,443.1461545285237
2197S,734E,362.2401784262838
2197S,738E,365.224747790103
2197S,770E,397.49317226206205
2197S,952E,299.1822726124439
2197S,944E,225.47672556207243
2197S,947W,274.55958742552576
2197S,2193S,159.91855040246384
2197S,C726,356.1177183608436
2197S,934E,105.58309622550627
2197S,C806,453.6794417836162
742E,start,368.31230535517903
742E,2893S,308.62664890551656
742E,765W,27.845629571045478
742E,2197S,368.30627002445993
742E,742E,0
742E,2195S,267.664346115457
742E,C740,17.894822179607164
742E,2897S,310.820397392522
742E,C752,9.857395346838572
742E,C748,11.04320062922316
742E,C760,18.448426380676427
742E,771W,135.4736682434604
742E,787W,217.50649733064597
742E,951W,528.7908675020188
742E,775W,144.1294005075034
742E,2895S,306.8952325764886
742E,2886N,317.27254011335424
742E,C736,19.86395766357403
742E,C722,33.39584723831989
742E,C728,23.93787772955578
742E,946E,492.7310833495181
742E,941W,502.31684882216996
742E,812E,245.60361161182263
742E,793W,237.37050946753916
742E,C766,22.086418331040925
742E,C782,205.12857495614534
742E,932E,467.5640228911288
742E,943W,501.9900377676915
742E,954E,522.4698549057367
742E,773W,140.2600058144384
742E,2890N,317.953968447109
742E,956E,523.1514821546419
742E,C814,244.79166030299592
742E,949W,528.3968045950352
742E,C786,208.2135312514076
742E,C802,234.21143974798565
742E,C724,31.169457422856766
742E,C762,19.71480344392002
742E,C756,9.0718150962596
742E,C768,24.252534620883942
742E,780E,167.56538916813972
742E,2888N,315.3450209933234
742E,C758,17.902991528442737
742E,936E,471.5475479573105
742E,779W,149.01196863277065
742E,C790,215.77135355330924
742E,C798,231.1196244277041
742E,C810,242.74809017788485
742E,785W,212.53575001796767
742E,C824,255.05542465766246
742E,C764,20.815495746325563
742E,C794,227.00812362754115
742E,C830,265.6517463293569
742E,789W,222.50543335285406
742E,C744,13.3310306937678
742E,C822,251.96855474182252
742E,C818,246.83839297468666
742E,C828,259.1809987003056
742E,795W,242.36877671061802
742E,797W,248.39856985781654
742E,791W,228.53876050135878
742E,734E,13.358338895611201
742E,738E,6.6791694478056005
742E,770E,105.13418914611145
742E,952E,521.8467068353888
742E,944E,492.9383579313914
742E,947W,519.3462865738884
742E,2193S,210.56874936227365
742E,C726,27.829872698599907
742E,934E,465.4324017569525
742E,C806,239.68884167760493
2195S,start,326.3614733375563
2195S,2893S,381.22594958355756
2195S,765W,250.66515741331662
2195S,2197S,102.33862104125943
2195S,742E,267.664346115457
2195S,2195S,0
2195S,C740,252.20122511398614
2195S,2897S,376.0732801508324
2195S,C752,257.8380773980454
2195S,C748,256.68198937279203
2195S,C760,255.910615551113
2195S,771W,300.0724322983025
2195S,787W,359.0683956762254
2195S,951W,345.7778824707524
2195S,775W,308.62900863761786
2195S,2895S,379.0091138123767
2195S,2886N,420.04257258807166
2195S,C736,251.11789179055668
2195S,C722,251.92310449288246
2195S,C728,248.99681062916295
2195S,946E,291.3311571130522
2195S,941W,292.82022062777014
2195S,812E,394.42088220538034
2195S,793W,372.69400871610605
2195S,C766,260.3965353353584
2195S,C782,360.82312700401417
2195S,932E,206.64274089789944
2195S,943W,294.89718005273033
2195S,954E,352.6666505294084
2195S,773W,304.8150854464054
2195S,2890N,414.2554590994912
2195S,956E,355.8586358828307
2195S,C814,387.1803744458622
2195S,949W,342.47203508905096
2195S,C786,363.8651948556584
